event_id,event_date,city,event_type,severity,duration_minutes,affected_users,status
NE000754,2026-01-01,Bhopal,PACKET_LOSS,LOW,279,2138,CLOSED
NE000755,2025-12-10,Mumbai,CONGESTION,MEDIUM,66,750,IN_PROGRESS
NE000756,2026-03-04,Pune,HIGH_LATENCY,MEDIUM,32,2854,CLOSED
NE000757,2026-07-03,Nagpur,PACKET_LOSS,CRITICAL,269,1538,RESOLVED
NE000758,2026-07-27,Nashik,HIGH_LATENCY,MEDIUM,93,3763,CLOSED
NE000759,2026-04-21,Indore,HIGH_LATENCY,MEDIUM,204,1773,RESOLVED
NE000760,2025-10-28,Nashik,PACKET_LOSS,MEDIUM,251,2498,RESOLVED
NE000761,2026-09-12,Nashik,CONGESTION,LOW,196,3048,CLOSED
NE000762,2026-05-02,Nagpur,CONGESTION,CRITICAL,221,2373,IN_PROGRESS
NE000763,2025-11-30,Bhopal,PACKET_LOSS,MEDIUM,11,442,CLOSED
NE000764,2026-08-30,Nashik,OUTAGE,HIGH,143,4907,IN_PROGRESS
NE000765,2026-09-05,Indore,HIGH_LATENCY,MEDIUM,236,2113,RESOLVED
NE000766,2026-06-13,Nashik,PACKET_LOSS,LOW,90,3865,RESOLVED
NE000767,2026-03-08,Indore,LOW_SIGNAL,MEDIUM,269,1317,IN_PROGRESS
NE000768,2026-01-05,Pune,LOW_SIGNAL,CRITICAL,240,3719,OPEN
NE000769,2025-10-24,Thane,LOW_SIGNAL,CRITICAL,28,3497,OPEN
NE000770,2026-09-21,Thane,OUTAGE,MEDIUM,27,4881,CLOSED
NE000771,2025-10-07,Nagpur,CONGESTION,MEDIUM,31,730,RESOLVED
NE000772,2026-04-14,Bhopal,LOW_SIGNAL,LOW,83,3356,RESOLVED
NE000773,2026-05-24,Mumbai,OUTAGE,HIGH,133,2991,OPEN
NE000774,2026-05-23,Nagpur,LOW_SIGNAL,CRITICAL,236,4003,OPEN
NE000775,2026-07-18,Thane,PACKET_LOSS,LOW,14,1256,CLOSED
NE000776,2026-03-05,Pune,LOW_SIGNAL,HIGH,75,4142,OPEN
NE000777,2025-12-11,Nashik,CONGESTION,MEDIUM,25,835,RESOLVED
NE000778,2026-01-30,Nagpur,LOW_SIGNAL,CRITICAL,19,1026,IN_PROGRESS
NE000779,2026-08-10,Bhopal,OUTAGE,LOW,122,285,IN_PROGRESS
NE000780,2025-10-28,Pune,LOW_SIGNAL,HIGH,46,863,IN_PROGRESS
NE000781,2025-11-29,Pune,OUTAGE,LOW,183,3310,IN_PROGRESS
NE000782,2026-05-11,Mumbai,PACKET_LOSS,HIGH,259,2404,CLOSED
NE000783,2026-01-20,Pune,LOW_SIGNAL,CRITICAL,270,3426,IN_PROGRESS
NE000784,2026-04-16,Mumbai,OUTAGE,LOW,25,3394,IN_PROGRESS
NE000785,2026-09-05,Indore,CONGESTION,CRITICAL,235,3023,OPEN
NE000786,2025-11-17,Thane,HIGH_LATENCY,MEDIUM,22,2766,RESOLVED
NE000787,2025-12-18,Pune,HIGH_LATENCY,MEDIUM,192,1659,CLOSED
NE000788,2026-01-17,Nashik,OUTAGE,CRITICAL,191,2147,RESOLVED
NE000789,2026-05-10,Pune,PACKET_LOSS,LOW,13,369,OPEN
NE000790,2026-04-21,Bhopal,PACKET_LOSS,MEDIUM,89,2563,RESOLVED
NE000791,2025-12-04,Thane,HIGH_LATENCY,HIGH,275,4064,RESOLVED
NE000792,2025-10-01,Pune,CONGESTION,CRITICAL,49,1349,RESOLVED
NE000793,2026-03-30,Bhopal,PACKET_LOSS,LOW,137,3258,RESOLVED
NE000794,2026-01-12,Thane,LOW_SIGNAL,MEDIUM,272,4765,RESOLVED
NE000795,2025-12-13,Thane,OUTAGE,HIGH,255,3942,RESOLVED
NE000796,2026-02-15,Mumbai,CONGESTION,CRITICAL,56,4545,IN_PROGRESS
NE000797,2026-06-14,Bhopal,HIGH_LATENCY,HIGH,108,4078,CLOSED
NE000798,2025-12-07,Bhopal,CONGESTION,HIGH,22,77,RESOLVED
NE000799,2026-03-21,Thane,HIGH_LATENCY,MEDIUM,96,303,OPEN
NE000800,2026-03-09,Thane,PACKET_LOSS,MEDIUM,251,3569,RESOLVED
NE000801,2025-12-02,Bhopal,PACKET_LOSS,MEDIUM,263,1573,CLOSED
NE000802,2025-10-25,Bhopal,HIGH_LATENCY,LOW,196,1465,OPEN
NE000803,2025-12-13,Thane,PACKET_LOSS,LOW,256,113,IN_PROGRESS
NE000804,2026-06-28,Nashik,HIGH_LATENCY,CRITICAL,161,2845,CLOSED
NE000805,2026-09-21,Mumbai,LOW_SIGNAL,LOW,242,4210,RESOLVED
NE000806,2026-06-13,Indore,OUTAGE,MEDIUM,209,3944,IN_PROGRESS
NE000807,2026-08-19,Nashik,PACKET_LOSS,MEDIUM,124,3485,IN_PROGRESS
NE000808,2026-01-15,Indore,PACKET_LOSS,MEDIUM,189,676,RESOLVED
NE000809,2026-02-10,Thane,PACKET_LOSS,LOW,47,3335,IN_PROGRESS
NE000810,2026-05-16,Mumbai,PACKET_LOSS,MEDIUM,139,4121,OPEN
NE000811,2026-01-25,Nashik,CONGESTION,MEDIUM,186,1669,OPEN
NE000812,2026-08-14,Nagpur,LOW_SIGNAL,MEDIUM,28,989,CLOSED
NE000813,2026-09-20,Bhopal,CONGESTION,HIGH,61,1366,OPEN
NE000814,2026-06-18,Bhopal,LOW_SIGNAL,MEDIUM,82,4033,RESOLVED
NE000815,2026-06-19,Nashik,OUTAGE,HIGH,184,3490,IN_PROGRESS
NE000816,2025-12-22,Nagpur,HIGH_LATENCY,LOW,50,3018,IN_PROGRESS
NE000817,2026-06-29,Thane,LOW_SIGNAL,MEDIUM,254,4417,CLOSED
NE000818,2026-01-23,Bhopal,CONGESTION,CRITICAL,292,2065,OPEN
NE000819,2026-07-11,Bhopal,CONGESTION,MEDIUM,142,1044,OPEN
NE000820,2026-03-12,Pune,OUTAGE,MEDIUM,54,70,IN_PROGRESS
NE000821,2026-02-27,Thane,PACKET_LOSS,MEDIUM,70,430,IN_PROGRESS
NE000822,2026-01-08,Thane,PACKET_LOSS,MEDIUM,235,2620,OPEN
NE000823,2026-08-11,Indore,HIGH_LATENCY,MEDIUM,128,3775,IN_PROGRESS
NE000824,2026-08-29,Indore,LOW_SIGNAL,MEDIUM,165,1501,CLOSED
NE000825,2026-07-08,Pune,PACKET_LOSS,LOW,110,1495,OPEN
NE000826,2026-06-14,Nashik,CONGESTION,MEDIUM,294,4641,CLOSED
NE000827,2026-05-05,Nashik,CONGESTION,MEDIUM,247,3143,RESOLVED
NE000828,2026-07-02,Bhopal,PACKET_LOSS,MEDIUM,177,3128,OPEN
NE000829,2026-05-24,Thane,OUTAGE,HIGH,266,1986,OPEN
NE000830,2026-07-06,Mumbai,OUTAGE,LOW,134,722,RESOLVED
NE000831,2026-09-12,Mumbai,PACKET_LOSS,MEDIUM,270,4767,CLOSED
NE000832,2026-03-15,Mumbai,PACKET_LOSS,CRITICAL,52,1070,CLOSED
NE000833,2026-09-12,Indore,HIGH_LATENCY,MEDIUM,70,2728,OPEN
NE000834,2026-06-06,Indore,LOW_SIGNAL,LOW,194,4653,RESOLVED
NE000835,2026-09-02,Nashik,CONGESTION,LOW,179,2162,RESOLVED
NE000836,2026-01-24,Bhopal,PACKET_LOSS,CRITICAL,239,1158,CLOSED
NE000837,2026-07-22,Pune,CONGESTION,LOW,188,4661,RESOLVED
NE000838,2026-01-05,Nashik,CONGESTION,HIGH,259,3197,IN_PROGRESS
NE000839,2025-10-25,Indore,CONGESTION,LOW,75,2350,CLOSED
NE000840,2025-10-09,Mumbai,PACKET_LOSS,CRITICAL,83,1952,RESOLVED
NE000841,2025-10-07,Pune,PACKET_LOSS,CRITICAL,63,15,OPEN
NE000842,2025-12-03,Mumbai,OUTAGE,MEDIUM,248,1643,IN_PROGRESS
NE000843,2026-01-05,Pune,OUTAGE,LOW,50,3073,IN_PROGRESS
NE000844,2026-08-21,Mumbai,LOW_SIGNAL,MEDIUM,289,1579,IN_PROGRESS
NE000845,2026-07-03,Nashik,HIGH_LATENCY,MEDIUM,100,3927,OPEN
NE000846,2026-03-27,Bhopal,HIGH_LATENCY,MEDIUM,197,1259,CLOSED
NE000847,2026-08-28,Nagpur,OUTAGE,HIGH,173,2684,OPEN
NE000848,2026-09-01,Mumbai,OUTAGE,MEDIUM,266,723,OPEN
NE000849,2026-02-03,Bhopal,CONGESTION,HIGH,186,4039,IN_PROGRESS
NE000850,2025-11-10,Bhopal,HIGH_LATENCY,MEDIUM,12,423,OPEN
NE000851,2026-03-10,Nagpur,LOW_SIGNAL,MEDIUM,71,1096,IN_PROGRESS
NE000852,2026-04-25,Nashik,OUTAGE,CRITICAL,14,4146,CLOSED
NE000853,2026-05-19,Nashik,LOW_SIGNAL,CRITICAL,81,77,CLOSED
NE000854,2026-07-25,Thane,LOW_SIGNAL,HIGH,140,4438,OPEN
NE000855,2026-03-27,Nagpur,HIGH_LATENCY,CRITICAL,88,4718,RESOLVED
NE000856,2026-05-29,Nagpur,CONGESTION,LOW,164,555,OPEN
NE000857,2026-07-12,Thane,OUTAGE,HIGH,227,2989,IN_PROGRESS
NE000858,2026-06-05,Thane,CONGESTION,HIGH,92,4227,RESOLVED
NE000859,2026-07-12,Indore,PACKET_LOSS,MEDIUM,238,1276,RESOLVED
NE000860,2026-08-24,Mumbai,LOW_SIGNAL,MEDIUM,228,13,RESOLVED
NE000861,2025-12-10,Indore,CONGESTION,MEDIUM,72,4514,CLOSED
NE000862,2026-05-25,Bhopal,LOW_SIGNAL,MEDIUM,202,4280,IN_PROGRESS
NE000863,2026-04-16,Thane,OUTAGE,MEDIUM,273,4033,IN_PROGRESS
NE000864,2026-08-11,Mumbai,HIGH_LATENCY,CRITICAL,91,4745,CLOSED
NE000865,2026-04-07,Nagpur,CONGESTION,HIGH,21,4237,CLOSED
NE000866,2026-09-08,Pune,PACKET_LOSS,MEDIUM,6,4559,IN_PROGRESS
NE000867,2026-05-26,Bhopal,OUTAGE,HIGH,253,496,RESOLVED
NE000868,2026-08-05,Indore,LOW_SIGNAL,LOW,263,113,RESOLVED
NE000869,2026-03-17,Thane,OUTAGE,MEDIUM,216,421,IN_PROGRESS
NE000870,2026-04-03,Thane,LOW_SIGNAL,MEDIUM,104,1231,IN_PROGRESS
NE000871,2026-08-13,Mumbai,HIGH_LATENCY,LOW,219,3267,CLOSED
NE000872,2026-09-09,Nashik,OUTAGE,HIGH,267,578,RESOLVED
NE000873,2026-06-09,Thane,LOW_SIGNAL,MEDIUM,60,2356,OPEN
NE000874,2026-08-07,Nagpur,OUTAGE,MEDIUM,295,2276,IN_PROGRESS
NE000875,2025-12-22,Nagpur,OUTAGE,HIGH,296,1177,OPEN
NE000876,2026-08-26,Bhopal,OUTAGE,HIGH,78,4101,CLOSED
NE000877,2025-11-25,Mumbai,HIGH_LATENCY,MEDIUM,38,240,CLOSED
NE000878,2026-02-01,Mumbai,OUTAGE,LOW,35,2232,RESOLVED
NE000879,2026-04-08,Bhopal,OUTAGE,MEDIUM,219,3961,OPEN
NE000880,2026-09-10,Nagpur,PACKET_LOSS,CRITICAL,237,1051,IN_PROGRESS
NE000881,2026-03-05,Pune,HIGH_LATENCY,MEDIUM,150,38,RESOLVED
NE000882,2025-10-24,Nashik,CONGESTION,MEDIUM,66,4371,CLOSED
NE000883,2026-07-25,Pune,LOW_SIGNAL,MEDIUM,238,1134,OPEN
NE000884,2025-11-29,Mumbai,CONGESTION,LOW,271,2817,IN_PROGRESS
NE000885,2026-08-20,Mumbai,LOW_SIGNAL,CRITICAL,11,3255,RESOLVED
NE000886,2026-04-04,Mumbai,CONGESTION,MEDIUM,142,1163,IN_PROGRESS
NE000887,2026-05-29,Nashik,HIGH_LATENCY,LOW,181,3147,RESOLVED
NE000888,2026-05-02,Indore,OUTAGE,MEDIUM,209,117,IN_PROGRESS
NE000889,2025-11-11,Pune,LOW_SIGNAL,MEDIUM,15,671,OPEN
NE000890,2026-08-24,Bhopal,PACKET_LOSS,LOW,211,554,IN_PROGRESS
NE000891,2026-07-28,Bhopal,HIGH_LATENCY,MEDIUM,283,1316,CLOSED
NE000892,2026-01-22,Pune,HIGH_LATENCY,HIGH,129,4561,CLOSED
NE000893,2026-01-31,Pune,OUTAGE,CRITICAL,78,1281,RESOLVED
NE000894,2025-11-10,Nagpur,PACKET_LOSS,LOW,139,4689,RESOLVED
NE000895,2026-06-21,Nashik,PACKET_LOSS,MEDIUM,105,1573,CLOSED
NE000896,2026-07-31,Indore,PACKET_LOSS,CRITICAL,226,3976,CLOSED
NE000897,2025-12-28,Indore,OUTAGE,MEDIUM,239,717,CLOSED
NE000898,2025-12-28,Indore,LOW_SIGNAL,MEDIUM,20,77,CLOSED
NE000899,2025-12-15,Nashik,PACKET_LOSS,MEDIUM,203,3596,IN_PROGRESS
NE000900,2026-08-03,Thane,HIGH_LATENCY,LOW,196,1830,OPEN
NE000901,2026-06-10,Mumbai,LOW_SIGNAL,LOW,37,497,IN_PROGRESS
NE000902,2026-08-10,Mumbai,PACKET_LOSS,MEDIUM,74,3377,CLOSED
NE000903,2025-12-27,Pune,PACKET_LOSS,MEDIUM,72,3167,IN_PROGRESS
NE000904,2026-04-08,Mumbai,PACKET_LOSS,HIGH,174,2160,CLOSED
NE000905,2025-10-25,Nagpur,PACKET_LOSS,HIGH,130,3615,RESOLVED
NE000906,2025-09-24,Pune,HIGH_LATENCY,MEDIUM,107,2132,IN_PROGRESS
NE000907,2026-09-22,Mumbai,OUTAGE,LOW,125,4772,RESOLVED
NE000908,2026-01-29,Pune,CONGESTION,LOW,151,3817,RESOLVED
NE000909,2026-03-18,Nashik,CONGESTION,MEDIUM,210,3348,OPEN
NE000910,2025-11-29,Thane,CONGESTION,HIGH,188,1771,OPEN
NE000911,2025-11-20,Indore,LOW_SIGNAL,MEDIUM,96,3600,OPEN
NE000912,2026-04-10,Bhopal,CONGESTION,CRITICAL,245,2576,OPEN
NE000913,2026-05-27,Bhopal,CONGESTION,LOW,236,998,CLOSED
NE000914,2025-12-30,Mumbai,CONGESTION,CRITICAL,6,4255,IN_PROGRESS
NE000915,2025-11-14,Bhopal,HIGH_LATENCY,LOW,89,1763,RESOLVED
NE000916,2026-01-17,Pune,PACKET_LOSS,MEDIUM,134,270,IN_PROGRESS
NE000917,2025-12-25,Mumbai,OUTAGE,MEDIUM,12,4941,RESOLVED
NE000918,2026-09-09,Indore,PACKET_LOSS,MEDIUM,161,1720,OPEN
NE000919,2026-03-15,Nashik,HIGH_LATENCY,CRITICAL,6,184,OPEN
NE000920,2025-11-01,Mumbai,CONGESTION,HIGH,196,2682,IN_PROGRESS
NE000921,2026-09-17,Thane,PACKET_LOSS,HIGH,54,3752,OPEN
NE000922,2026-08-04,Nashik,HIGH_LATENCY,LOW,135,1052,RESOLVED
NE000923,2025-11-18,Pune,CONGESTION,LOW,208,4842,CLOSED
NE000924,2026-06-05,Nagpur,HIGH_LATENCY,MEDIUM,158,2415,OPEN
NE000925,2026-07-28,Nashik,PACKET_LOSS,MEDIUM,284,2632,CLOSED
NE000926,2026-03-09,Nagpur,LOW_SIGNAL,MEDIUM,166,3140,OPEN
NE000927,2025-12-18,Nagpur,LOW_SIGNAL,CRITICAL,67,4668,IN_PROGRESS
NE000928,2026-07-11,Thane,HIGH_LATENCY,MEDIUM,287,3524,IN_PROGRESS
NE000929,2026-05-29,Indore,CONGESTION,MEDIUM,161,1156,CLOSED
NE000930,2025-11-23,Mumbai,CONGESTION,MEDIUM,117,1590,OPEN
NE000931,2026-08-30,Bhopal,CONGESTION,HIGH,14,2859,RESOLVED
NE000932,2026-01-11,Bhopal,LOW_SIGNAL,CRITICAL,74,1304,RESOLVED
NE000933,2025-12-23,Nagpur,HIGH_LATENCY,MEDIUM,88,4248,CLOSED
NE000934,2026-04-01,Thane,PACKET_LOSS,MEDIUM,17,254,IN_PROGRESS
NE000935,2026-06-23,Pune,LOW_SIGNAL,MEDIUM,184,76,RESOLVED
NE000936,2026-05-27,Pune,OUTAGE,CRITICAL,208,722,RESOLVED
NE000937,2025-11-29,Mumbai,CONGESTION,LOW,90,289,CLOSED
NE000938,2025-12-23,Mumbai,CONGESTION,HIGH,15,1262,OPEN
NE000939,2026-04-17,Bhopal,CONGESTION,HIGH,22,2355,RESOLVED
NE000940,2026-05-26,Indore,CONGESTION,MEDIUM,95,753,CLOSED
NE000941,2026-02-09,Thane,OUTAGE,MEDIUM,185,735,IN_PROGRESS
NE000942,2026-04-14,Nagpur,PACKET_LOSS,MEDIUM,300,2449,RESOLVED
NE000943,2026-01-13,Mumbai,HIGH_LATENCY,LOW,103,285,OPEN
NE000944,2026-03-08,Nagpur,CONGESTION,LOW,276,4742,CLOSED
NE000945,2026-03-23,Nagpur,PACKET_LOSS,LOW,169,3630,IN_PROGRESS
NE000946,2026-02-27,Mumbai,CONGESTION,MEDIUM,165,4390,IN_PROGRESS
NE000947,2026-07-05,Thane,HIGH_LATENCY,MEDIUM,6,1863,OPEN
NE000948,2026-03-16,Mumbai,CONGESTION,LOW,107,4333,OPEN
NE000949,2026-05-01,Indore,CONGESTION,MEDIUM,263,4437,IN_PROGRESS
NE000950,2025-10-09,Nagpur,CONGESTION,MEDIUM,168,1594,IN_PROGRESS
NE000951,2026-06-05,Nagpur,LOW_SIGNAL,MEDIUM,76,4810,OPEN
NE000952,2025-10-02,Pune,LOW_SIGNAL,MEDIUM,78,4409,IN_PROGRESS
NE000953,2025-10-22,Pune,OUTAGE,MEDIUM,280,2008,OPEN
NE000954,2026-06-04,Pune,LOW_SIGNAL,MEDIUM,278,299,RESOLVED
NE000955,2026-05-15,Nashik,PACKET_LOSS,MEDIUM,207,3076,IN_PROGRESS
NE000956,2026-04-14,Bhopal,LOW_SIGNAL,LOW,12,3704,RESOLVED
NE000957,2026-08-02,Nashik,PACKET_LOSS,MEDIUM,220,4885,IN_PROGRESS
NE000958,2026-02-20,Pune,PACKET_LOSS,MEDIUM,53,590,OPEN
NE000959,2026-07-06,Nagpur,HIGH_LATENCY,LOW,159,4442,RESOLVED
NE000960,2026-03-03,Pune,OUTAGE,CRITICAL,35,4465,RESOLVED
NE000961,2026-06-29,Nagpur,HIGH_LATENCY,LOW,233,671,RESOLVED
NE000962,2026-09-12,Pune,OUTAGE,MEDIUM,52,1407,IN_PROGRESS
NE000963,2025-12-16,Bhopal,LOW_SIGNAL,MEDIUM,78,2555,RESOLVED
NE000964,2026-04-22,Mumbai,CONGESTION,MEDIUM,168,541,RESOLVED
NE000965,2026-08-31,Mumbai,CONGESTION,MEDIUM,126,1370,CLOSED
NE000966,2026-08-28,Mumbai,PACKET_LOSS,MEDIUM,100,79,RESOLVED
NE000967,2025-12-24,Pune,OUTAGE,LOW,26,3732,CLOSED
NE000968,2025-12-28,Thane,PACKET_LOSS,MEDIUM,271,3692,IN_PROGRESS
NE000969,2026-09-05,Thane,CONGESTION,CRITICAL,160,4708,CLOSED
NE000970,2026-06-18,Pune,HIGH_LATENCY,MEDIUM,34,3589,OPEN
NE000971,2026-06-29,Thane,LOW_SIGNAL,MEDIUM,65,4408,IN_PROGRESS
NE000972,2026-03-17,Indore,HIGH_LATENCY,MEDIUM,296,2978,RESOLVED
NE000973,2026-03-05,Bhopal,LOW_SIGNAL,MEDIUM,66,4572,OPEN
NE000974,2026-03-25,Bhopal,HIGH_LATENCY,MEDIUM,74,4032,OPEN
NE000975,2026-08-30,Nashik,PACKET_LOSS,HIGH,104,2847,CLOSED
NE000976,2025-12-14,Pune,LOW_SIGNAL,MEDIUM,285,4782,RESOLVED
NE000977,2026-03-27,Nagpur,HIGH_LATENCY,CRITICAL,79,2886,IN_PROGRESS
NE000978,2026-08-28,Nashik,CONGESTION,MEDIUM,297,2749,OPEN
NE000979,2026-02-04,Bhopal,PACKET_LOSS,MEDIUM,107,3115,IN_PROGRESS
NE000980,2026-05-26,Pune,PACKET_LOSS,MEDIUM,18,3133,RESOLVED
NE000981,2025-10-09,Mumbai,CONGESTION,LOW,64,2613,IN_PROGRESS
NE000982,2026-03-09,Bhopal,HIGH_LATENCY,CRITICAL,221,3440,CLOSED
NE000983,2026-02-11,Mumbai,CONGESTION,CRITICAL,296,2728,IN_PROGRESS
NE000984,2026-06-15,Nashik,PACKET_LOSS,CRITICAL,172,4713,RESOLVED
NE000985,2026-07-21,Thane,HIGH_LATENCY,MEDIUM,295,3132,OPEN
NE000986,2026-07-22,Bhopal,CONGESTION,MEDIUM,108,1143,RESOLVED
NE000987,2026-03-26,Indore,LOW_SIGNAL,CRITICAL,242,3252,OPEN
NE000988,2026-05-20,Nagpur,PACKET_LOSS,LOW,121,2493,CLOSED
NE000989,2026-01-07,Nashik,OUTAGE,HIGH,56,880,RESOLVED
NE000990,2026-09-15,Bhopal,CONGESTION,CRITICAL,69,109,OPEN
NE000991,2025-11-20,Thane,PACKET_LOSS,MEDIUM,116,2773,IN_PROGRESS
NE000992,2026-04-06,Bhopal,LOW_SIGNAL,CRITICAL,90,1265,CLOSED
NE000993,2026-06-26,Indore,CONGESTION,MEDIUM,264,523,IN_PROGRESS
NE000994,2026-03-16,Mumbai,OUTAGE,HIGH,169,144,CLOSED
NE000995,2026-03-06,Nashik,PACKET_LOSS,LOW,243,972,IN_PROGRESS
NE000996,2026-04-21,Thane,HIGH_LATENCY,LOW,42,1426,CLOSED
NE000997,2026-02-13,Nashik,HIGH_LATENCY,MEDIUM,99,1503,CLOSED
NE000998,2026-08-18,Pune,HIGH_LATENCY,CRITICAL,210,1360,RESOLVED
NE000999,2026-07-05,Bhopal,LOW_SIGNAL,HIGH,100,1854,OPEN
NE001000,2026-05-05,Pune,OUTAGE,LOW,23,4323,OPEN
NE001001,2026-09-19,Thane,PACKET_LOSS,MEDIUM,224,3251,CLOSED
NE001002,2026-05-15,Pune,HIGH_LATENCY,CRITICAL,93,4322,OPEN
NE001003,2026-05-29,Thane,HIGH_LATENCY,MEDIUM,104,2385,OPEN
NE001004,2025-11-26,Pune,HIGH_LATENCY,CRITICAL,5,3900,CLOSED
NE001005,2026-02-13,Indore,PACKET_LOSS,CRITICAL,126,1946,IN_PROGRESS
NE001006,2026-08-03,Bhopal,CONGESTION,CRITICAL,34,2606,IN_PROGRESS
NE001007,2025-11-01,Pune,CONGESTION,MEDIUM,276,3526,IN_PROGRESS
NE001008,2026-05-07,Pune,PACKET_LOSS,HIGH,105,3573,IN_PROGRESS
NE001009,2026-02-10,Pune,HIGH_LATENCY,MEDIUM,138,1825,RESOLVED
NE001010,2026-03-16,Nagpur,HIGH_LATENCY,MEDIUM,254,64,CLOSED
NE001011,2025-10-17,Mumbai,OUTAGE,MEDIUM,216,3605,RESOLVED
NE001012,2026-03-15,Pune,LOW_SIGNAL,MEDIUM,8,2576,IN_PROGRESS
NE001013,2025-12-08,Thane,HIGH_LATENCY,HIGH,118,4392,CLOSED
NE001014,2025-10-21,Indore,HIGH_LATENCY,HIGH,130,2357,RESOLVED
NE001015,2026-04-05,Nashik,PACKET_LOSS,MEDIUM,134,1945,CLOSED
NE001016,2025-11-10,Pune,HIGH_LATENCY,MEDIUM,264,1228,CLOSED
NE001017,2026-06-15,Mumbai,PACKET_LOSS,HIGH,289,101,IN_PROGRESS
NE001018,2026-01-22,Nagpur,PACKET_LOSS,HIGH,119,1525,IN_PROGRESS
NE001019,2025-12-03,Mumbai,PACKET_LOSS,HIGH,196,1474,OPEN
NE001020,2025-09-29,Bhopal,HIGH_LATENCY,CRITICAL,297,1955,OPEN
NE001021,2026-06-10,Thane,PACKET_LOSS,CRITICAL,196,4558,RESOLVED
NE001022,2026-04-14,Nashik,OUTAGE,MEDIUM,201,3237,RESOLVED
NE001023,2026-01-01,Pune,LOW_SIGNAL,MEDIUM,229,4874,CLOSED
NE001024,2026-01-27,Bhopal,HIGH_LATENCY,MEDIUM,167,367,RESOLVED
NE001025,2026-04-10,Bhopal,OUTAGE,LOW,221,3406,IN_PROGRESS
NE001026,2026-06-09,Nagpur,LOW_SIGNAL,CRITICAL,19,2114,CLOSED
NE001027,2026-01-24,Nagpur,LOW_SIGNAL,CRITICAL,91,2097,RESOLVED
NE001028,2026-05-02,Nagpur,CONGESTION,LOW,85,3328,OPEN
NE001029,2025-10-16,Indore,PACKET_LOSS,MEDIUM,185,1027,OPEN
NE001030,2026-04-11,Mumbai,LOW_SIGNAL,HIGH,185,3463,RESOLVED
NE001031,2026-06-28,Mumbai,OUTAGE,HIGH,96,3719,RESOLVED
NE001032,2026-07-12,Nashik,OUTAGE,MEDIUM,31,2409,OPEN
NE001033,2025-12-15,Thane,CONGESTION,CRITICAL,46,3556,RESOLVED
NE001034,2025-10-05,Nashik,CONGESTION,CRITICAL,253,1810,IN_PROGRESS
NE001035,2026-01-20,Pune,OUTAGE,HIGH,274,898,CLOSED
NE001036,2026-07-12,Indore,LOW_SIGNAL,LOW,80,2181,OPEN
NE001037,2025-10-04,Mumbai,PACKET_LOSS,HIGH,247,4751,CLOSED
NE001038,2026-03-04,Bhopal,LOW_SIGNAL,HIGH,24,565,IN_PROGRESS
NE001039,2026-06-28,Indore,CONGESTION,HIGH,287,807,IN_PROGRESS
NE001040,2025-12-12,Bhopal,CONGESTION,HIGH,95,4134,IN_PROGRESS
NE001041,2026-07-21,Nashik,CONGESTION,MEDIUM,218,354,RESOLVED
NE001042,2025-12-14,Thane,PACKET_LOSS,LOW,278,3809,IN_PROGRESS
NE001043,2026-02-15,Nashik,PACKET_LOSS,HIGH,246,2488,RESOLVED
NE001044,2025-10-15,Nashik,LOW_SIGNAL,MEDIUM,254,4159,OPEN
NE001045,2026-02-07,Mumbai,HIGH_LATENCY,CRITICAL,82,395,RESOLVED
NE001046,2025-12-03,Nagpur,HIGH_LATENCY,MEDIUM,190,1718,OPEN
NE001047,2026-03-06,Nashik,OUTAGE,MEDIUM,206,1307,IN_PROGRESS
NE001048,2026-06-19,Bhopal,LOW_SIGNAL,MEDIUM,115,1764,OPEN
NE001049,2026-01-09,Bhopal,HIGH_LATENCY,LOW,198,223,IN_PROGRESS
NE001050,2026-05-01,Mumbai,OUTAGE,HIGH,228,477,CLOSED
NE001051,2026-04-14,Nashik,HIGH_LATENCY,MEDIUM,82,3991,OPEN
NE001052,2026-06-12,Bhopal,OUTAGE,CRITICAL,279,4990,RESOLVED
NE001053,2025-10-01,Bhopal,PACKET_LOSS,MEDIUM,72,2104,CLOSED
NE001054,2026-02-02,Indore,HIGH_LATENCY,MEDIUM,113,1753,CLOSED
NE001055,2026-05-24,Bhopal,LOW_SIGNAL,MEDIUM,268,865,OPEN
NE001056,2026-04-22,Bhopal,LOW_SIGNAL,HIGH,128,2650,CLOSED
NE001057,2026-03-23,Mumbai,OUTAGE,LOW,96,1173,IN_PROGRESS
NE001058,2026-01-27,Thane,HIGH_LATENCY,LOW,16,4836,RESOLVED
NE001059,2026-09-04,Nashik,CONGESTION,MEDIUM,122,2511,OPEN
NE001060,2026-03-16,Mumbai,CONGESTION,MEDIUM,107,34,CLOSED
NE001061,2026-03-13,Nashik,LOW_SIGNAL,LOW,149,2946,IN_PROGRESS
NE001062,2026-01-21,Nashik,CONGESTION,CRITICAL,23,3896,OPEN
NE001063,2025-11-03,Indore,CONGESTION,MEDIUM,19,952,RESOLVED
NE001064,2026-05-22,Nagpur,LOW_SIGNAL,MEDIUM,80,1170,IN_PROGRESS
NE001065,2026-08-01,Nagpur,PACKET_LOSS,HIGH,145,1829,RESOLVED
NE001066,2026-09-04,Thane,OUTAGE,HIGH,149,2178,CLOSED
NE001067,2026-09-09,Pune,PACKET_LOSS,CRITICAL,12,362,CLOSED
NE001068,2026-04-30,Pune,LOW_SIGNAL,MEDIUM,240,4568,IN_PROGRESS
