usage_id,customer_id,usage_date,data_used_gb,voice_minutes,sms_count
U003858,C000748,2026-07-08,1.48,32,81
U003859,C000010,2026-04-17,1.99,79,65
U003860,C000070,2026-09-09,3.88,65,60
U003861,C000535,2026-08-23,3.57,256,59
U003862,C000204,2026-08-18,1.97,82,49
U003863,C000355,2026-05-09,4.28,288,18
U003864,C000955,2026-05-12,2.29,67,64
U003865,C000004,2026-06-21,3.56,213,31
U003866,C000622,2026-09-08,4.57,196,99
U003867,C000438,2025-12-20,4.88,245,2
U003868,C000594,2026-08-19,3.73,58,67
U003869,C000827,2025-10-08,1.96,82,78
U003870,C000561,2026-04-16,0.78,108,97
U003871,C000379,2025-11-30,0.66,154,30
U003872,C000299,2025-09-27,0.69,207,82
U003873,C000769,2026-02-18,3.65,283,44
U003874,C000357,2026-01-16,1.61,33,2
U003875,C000492,2025-09-25,4.42,238,100
U003876,C000247,2025-12-18,4.58,166,76
U003877,C000855,2025-10-27,4.29,89,80
U003878,C000973,2026-02-02,2.8,105,54
U003879,C000176,2026-02-14,2.54,300,73
U003880,C000960,2026-06-05,4.55,166,92
U003881,C000168,2026-09-03,4.38,194,70
U003882,C000235,2026-06-12,0.38,121,66
U003883,C000208,2025-11-09,2.97,266,77
U003884,C000730,2026-08-08,0.65,186,82
U003885,C000412,2026-06-19,3.03,259,24
U003886,C000519,2026-01-03,4.68,135,47
U003887,C000317,2026-03-13,2.49,258,68
U003888,C000588,2026-01-02,2.08,25,36
U003889,C000382,2026-03-16,3.88,299,13
U003890,C000862,2026-06-27,4.93,105,95
U003891,C000619,2026-01-22,0.93,85,83
U003892,C000578,2026-03-23,1.93,94,95
U003893,C000849,2026-01-29,3.37,227,30
U003894,C000026,2025-12-30,2.05,148,51
U003895,C000021,2026-09-09,3.29,235,6
U003896,C000464,2026-03-20,4.74,139,95
U003897,C000871,2026-01-02,3.59,3,6
U003898,C000550,2026-03-31,0.89,29,40
U003899,C000739,2025-11-22,4.84,94,71
U003900,C000042,2026-01-19,3.08,121,3
U003901,C000985,2026-07-22,0.45,144,46
U003902,C000476,2026-01-10,2.53,187,59
U003903,C000032,2026-05-20,0.41,149,7
U003904,C000504,2026-04-15,2.89,43,94
U003905,C000492,2025-12-10,2.66,160,72
U003906,C000006,2026-03-10,2.51,117,9
U003907,C000274,2025-12-25,3.23,81,54
U003908,C000224,2026-07-19,2.49,168,3
U003909,C000334,2026-09-02,1.36,284,27
U003910,C000715,2026-01-30,3.43,77,73
U003911,C000082,2026-08-27,3.64,6,42
U003912,C000135,2026-01-07,2.43,225,72
U003913,C000565,2025-12-16,0.16,44,33
U003914,C000158,2026-05-03,2.57,199,50
U003915,C000690,2025-10-30,2.67,183,3
U003916,C000485,2025-12-13,3.98,166,43
U003917,C000147,2026-07-08,3.42,38,62
U003918,C000467,2026-07-06,1.86,143,22
U003919,C000656,2025-09-27,1.62,271,43
U003920,C000975,2025-11-25,1.2,135,79
U003921,C000799,2026-09-22,4.14,275,7
U003922,C000856,2026-06-30,2.13,51,16
U003923,C000549,2026-06-02,2.05,129,21
U003924,C000623,2026-03-13,3.54,32,47
U003925,C000332,2026-09-15,3.18,136,60
U003926,C000541,2025-12-26,4.18,141,74
U003927,C000750,2026-08-25,1.72,66,6
U003928,C000992,2025-11-17,2.47,274,13
U003929,C000083,2026-03-30,0.5,241,67
U003930,C000856,2025-10-02,2.14,184,87
U003931,C000809,2026-07-17,4.4,158,60
U003932,C000886,2026-01-17,1.4,145,4
U003933,C000560,2026-08-17,1.48,216,1
U003934,C000899,2026-06-22,1.29,78,58
U003935,C000726,2025-10-24,3.12,32,50
U003936,C000382,2026-07-09,2.46,271,70
U003937,C000703,2025-12-15,4.9,205,70
U003938,C000529,2026-02-13,0.92,286,78
U003939,C000606,2026-09-19,3.64,72,66
U003940,C000297,2025-11-03,0.15,59,2
U003941,C000385,2026-01-29,3.41,145,13
U003942,C000001,2026-06-23,0.5,74,71
U003943,C000597,2026-01-22,3.99,177,35
U003944,C000052,2025-12-21,2.18,76,64
U003945,C000261,2025-12-16,0.49,203,57
U003946,C000005,2025-11-23,0.28,142,97
U003947,C000191,2026-03-02,2.15,146,99
U003948,C000145,2025-12-13,1.69,122,43
U003949,C000835,2026-08-16,1.55,109,63
U003950,C000858,2025-10-01,0.7,21,29
U003951,C000265,2025-10-22,3.23,242,38
U003952,C000459,2025-11-23,3.22,118,95
U003953,C000951,2026-05-23,0.92,222,33
U003954,C000117,2025-12-31,3.93,296,51
U003955,C000682,2026-01-05,1.41,69,0
U003956,C000603,2026-08-26,1.14,195,7
U003957,C000268,2026-01-21,0.47,292,91
U003958,C000800,2026-07-25,1.14,75,51
U003959,C000276,2025-10-26,1.75,91,64
U003960,C000258,2026-02-23,4.62,65,39
U003961,C000369,2026-06-12,4.46,298,77
U003962,C000401,2025-10-03,1.1,140,76
U003963,C000105,2026-04-11,0.67,224,89
U003964,C000542,2026-09-19,4.26,170,63
U003965,C000364,2026-03-21,2.87,274,1
U003966,C000882,2025-12-14,4.59,12,24
U003967,C000073,2026-04-23,1.92,99,60
U003968,C000818,2026-05-27,0.77,285,4
U003969,C000169,2025-10-25,1.68,163,28
U003970,C000618,2025-11-04,0.86,179,88
U003971,C000046,2026-08-28,2.5,241,21
U003972,C000833,2025-10-22,4.21,286,73
U003973,C000847,2025-12-11,0.27,298,97
U003974,C000555,2026-06-28,1.46,300,23
U003975,C000490,2026-01-09,3.78,192,47
U003976,C000954,2026-03-20,2.0,51,15
U003977,C000129,2026-01-03,4.78,80,99
U003978,C000501,2026-07-18,4.58,205,29
U003979,C000436,2026-08-14,3.09,118,15
U003980,C000448,2025-12-02,0.76,274,44
U003981,C000375,2026-09-05,3.5,63,35
U003982,C000978,2026-09-07,1.48,135,62
U003983,C000953,2026-01-08,3.56,281,53
U003984,C000048,2026-04-25,2.1,157,52
U003985,C000343,2026-06-24,3.68,232,50
U003986,C000471,2025-10-23,2.79,160,93
U003987,C000933,2026-07-14,4.39,121,69
U003988,C000296,2026-04-09,4.14,253,96
U003989,C000037,2026-08-30,1.4,202,87
U003990,C000423,2026-01-17,3.2,179,9
U003991,C000615,2025-11-22,4.36,84,87
U003992,C000361,2026-02-05,2.27,216,39
U003993,C000131,2026-02-10,2.13,177,54
U003994,C000823,2025-10-22,1.31,175,51
U003995,C000601,2026-08-16,3.34,19,70
U003996,C000917,2026-06-29,1.06,85,16
U003997,C000352,2026-02-25,4.13,141,72
U003998,C000504,2025-11-06,1.81,260,70
U003999,C000453,2026-03-17,1.19,251,81
U004000,C000090,2026-01-10,1.96,83,83
U004001,C000132,2026-03-26,3.49,219,97
U004002,C000093,2026-01-18,3.54,113,93
U004003,C000565,2025-12-26,4.18,213,51
U004004,C000548,2026-03-09,1.33,214,54
U004005,C000008,2025-11-15,0.21,224,66
U004006,C000387,2026-09-18,4.14,173,67
U004007,C000162,2026-03-24,1.1,47,34
U004008,C000371,2026-09-12,2.4,203,70
U004009,C000091,2026-04-12,2.26,50,74
U004010,C000018,2026-07-31,1.23,186,63
U004011,C000334,2026-01-29,0.65,218,89
U004012,C000256,2026-03-13,0.14,257,98
U004013,C000215,2026-08-29,3.12,82,18
U004014,C000578,2026-01-23,4.92,185,86
U004015,C000822,2026-02-01,1.11,8,80
U004016,C000459,2025-09-30,0.97,51,30
U004017,C000513,2026-07-24,3.16,46,71
U004018,C000661,2026-02-28,2.88,40,57
U004019,C000491,2026-08-16,1.39,37,68
U004020,C000116,2025-11-03,2.12,175,96
U004021,C000911,2026-09-11,2.87,279,0
U004022,C000656,2025-11-13,4.42,43,86
U004023,C000280,2026-05-20,1.84,10,99
U004024,C000354,2025-10-31,1.73,52,26
U004025,C000018,2026-05-09,3.14,224,36
U004026,C000876,2026-08-24,0.58,108,69
U004027,C000616,2025-10-08,0.77,172,92
U004028,C000678,2026-01-19,0.67,135,83
U004029,C000683,2026-05-15,4.52,21,72
U004030,C000302,2026-06-07,3.66,42,83
U004031,C000882,2025-09-29,1.04,257,72
U004032,C000595,2026-01-31,2.94,63,48
U004033,C000772,2026-08-13,2.78,79,67
U004034,C000372,2026-03-02,1.03,148,71
U004035,C000984,2026-04-24,0.63,154,55
U004036,C000491,2026-04-10,2.41,289,40
U004037,C000750,2025-11-24,3.68,120,62
U004038,C000475,2026-07-21,4.73,138,19
U004039,C000186,2026-09-16,3.93,124,45
U004040,C000871,2026-09-08,2.95,10,1
U004041,C000665,2026-02-23,3.2,116,49
U004042,C000709,2025-09-27,3.98,108,60
U004043,C000876,2026-02-01,3.83,5,27
U004044,C000414,2025-11-30,2.41,215,83
U004045,C000720,2025-12-10,1.03,76,82
U004046,C000708,2026-03-03,1.75,151,92
U004047,C000452,2026-08-09,2.58,100,41
U004048,C000312,2026-01-20,1.12,271,73
U004049,C000136,2025-12-20,1.25,254,75
U004050,C000237,2026-09-03,4.89,102,55
U004051,C000878,2026-05-28,1.51,204,44
U004052,C000959,2026-05-24,1.9,23,93
U004053,C000128,2025-10-03,2.61,110,100
U004054,C000240,2026-04-29,2.14,116,96
U004055,C000340,2026-05-09,3.22,154,8
U004056,C000692,2026-01-16,2.82,144,33
U004057,C000539,2026-05-19,2.82,24,33
U004058,C001000,2026-02-13,2.03,55,51
U004059,C000549,2026-01-30,3.42,241,74
U004060,C000485,2026-04-21,1.34,153,38
U004061,C000735,2026-06-30,3.23,74,54
U004062,C000529,2026-01-24,0.29,260,18
U004063,C000868,2025-12-16,4.6,51,42
U004064,C000122,2025-12-18,0.17,119,35
U004065,C000222,2025-09-27,0.92,228,39
U004066,C000709,2026-03-26,1.0,140,90
U004067,C000074,2026-05-11,3.78,18,4
U004068,C000477,2026-04-08,0.72,108,76
U004069,C000150,2026-03-25,3.13,45,38
U004070,C000314,2026-01-23,4.61,191,79
U004071,C000022,2026-02-01,1.01,36,42
U004072,C000858,2026-08-14,1.46,190,22
U004073,C000218,2026-04-27,0.63,120,60
U004074,C000147,2026-05-19,4.61,171,87
U004075,C000204,2026-02-17,1.34,177,26
U004076,C000263,2025-12-18,1.28,24,84
U004077,C000786,2026-07-08,3.36,239,58
U004078,C000264,2026-03-08,2.43,221,56
U004079,C000184,2026-05-05,4.51,15,63
U004080,C000373,2026-08-17,1.12,208,54
U004081,C000067,2026-06-09,4.0,181,32
U004082,C000271,2026-08-08,4.38,249,49
U004083,C000189,2026-08-01,0.52,165,80
U004084,C000258,2026-02-21,2.01,16,39
U004085,C000845,2026-01-14,1.57,100,37
U004086,C000892,2026-05-10,1.46,168,88
U004087,C000719,2026-09-06,3.51,48,30
U004088,C000353,2025-12-01,0.28,267,6
U004089,C000222,2025-10-23,1.15,289,67
U004090,C000725,2026-07-29,4.88,153,86
U004091,C000175,2026-01-01,0.44,188,38
U004092,C000390,2026-06-03,3.6,34,59
U004093,C000270,2026-07-17,0.58,151,24
U004094,C000430,2026-07-01,1.34,232,99
U004095,C000901,2026-04-29,4.0,168,12
U004096,C000561,2026-05-15,2.05,189,94
U004097,C000203,2026-09-20,2.42,293,28
U004098,C000454,2026-01-03,2.1,126,89
U004099,C000926,2026-08-23,1.5,249,84
U004100,C000868,2026-07-20,2.99,265,68
U004101,C000968,2026-06-09,1.5,24,46
U004102,C000821,2026-04-13,2.9,112,40
U004103,C000599,2026-07-03,4.98,59,1
U004104,C000105,2025-10-09,3.86,236,73
U004105,C000143,2025-12-13,0.33,249,64
U004106,C000255,2026-01-04,0.17,278,28
U004107,C000817,2025-11-09,2.87,244,59
U004108,C000534,2026-04-03,1.48,232,79
U004109,C000596,2026-04-15,0.46,83,11
U004110,C000770,2026-03-08,4.36,48,77
U004111,C000076,2026-03-20,2.31,259,91
U004112,C000689,2026-09-14,2.6,195,27
U004113,C000444,2026-08-22,2.96,30,62
U004114,C000940,2026-08-30,3.32,200,66
U004115,C000950,2026-07-27,0.69,177,97
U004116,C000700,2026-06-27,4.07,269,71
U004117,C000171,2026-05-30,1.56,129,99
U004118,C000673,2025-09-26,3.39,98,30
U004119,C000692,2026-01-23,3.19,63,92
U004120,C000238,2026-09-09,4.8,159,43
U004121,C000123,2026-01-19,4.8,86,42
U004122,C000757,2025-12-03,1.36,237,47
U004123,C000576,2026-09-13,3.93,59,95
U004124,C000145,2026-04-04,3.65,235,35
U004125,C000250,2026-01-18,3.96,37,79
U004126,C000441,2026-01-25,0.51,107,64
U004127,C000504,2026-03-26,4.59,61,94
U004128,C000089,2026-05-24,2.27,76,41
U004129,C000294,2026-08-17,1.13,108,75
U004130,C000763,2025-10-01,0.58,102,64
U004131,C000126,2026-08-09,2.59,209,44
U004132,C000822,2026-03-27,2.12,241,70
U004133,C000440,2026-08-03,2.44,255,49
U004134,C000163,2026-03-15,1.48,33,52
U004135,C000423,2026-07-15,0.81,142,59
U004136,C000790,2025-12-31,2.17,94,8
U004137,C000146,2025-10-03,4.61,296,79
U004138,C000763,2026-05-07,3.57,18,62
U004139,C000301,2025-10-15,4.09,265,16
U004140,C000700,2026-09-02,3.79,147,64
U004141,C000275,2026-01-10,0.13,71,35
U004142,C000515,2025-11-21,2.72,22,31
U004143,C000334,2026-02-28,1.59,177,48
U004144,C000689,2026-01-18,4.59,200,68
U004145,C000820,2025-12-20,2.58,63,76
U004146,C000570,2026-07-14,1.25,64,8
U004147,C000167,2026-01-30,1.42,23,97
U004148,C000512,2025-10-23,4.92,95,55
U004149,C000022,2026-01-25,3.41,274,81
U004150,C000227,2026-07-26,1.55,71,72
U004151,C000278,2025-10-30,2.26,81,10
U004152,C000456,2025-10-24,3.98,68,45
U004153,C000799,2026-08-08,1.23,295,55
U004154,C000853,2026-08-15,0.68,47,16
U004155,C000653,2026-01-10,1.87,121,61
U004156,C000355,2026-07-23,4.44,276,7
U004157,C000933,2026-02-22,1.95,77,49
U004158,C000802,2026-07-29,2.87,23,26
U004159,C000245,2025-09-26,0.42,66,32
U004160,C000573,2025-10-09,3.31,216,11
U004161,C000244,2025-12-21,4.43,98,10
U004162,C000009,2026-05-02,4.03,8,22
U004163,C000233,2025-10-29,3.01,12,84
U004164,C000650,2025-12-29,2.26,236,2
U004165,C000808,2026-01-29,4.3,229,57
U004166,C000718,2025-10-25,0.26,271,33
U004167,C000641,2026-09-02,3.21,251,22
U004168,C000319,2025-11-10,1.83,51,30
U004169,C000621,2026-08-26,2.34,72,19
U004170,C000477,2026-05-09,2.13,77,48
U004171,C000038,2025-09-30,1.14,262,89
U004172,C000576,2026-02-16,2.81,153,64
U004173,C000934,2026-04-26,2.22,263,38
U004174,C000285,2026-01-18,3.06,33,23
U004175,C000776,2026-03-11,1.16,174,89
U004176,C000085,2026-02-22,1.88,223,92
U004177,C000460,2026-09-18,3.48,126,48
U004178,C000795,2026-04-29,3.71,177,47
U004179,C000640,2026-02-28,4.66,77,47
U004180,C000780,2025-10-19,2.04,168,39
U004181,C000091,2026-06-28,4.59,148,14
U004182,C000092,2026-05-29,2.87,286,61
U004183,C000371,2025-10-27,2.26,232,74
U004184,C000062,2026-08-28,2.84,194,35
U004185,C000794,2026-05-23,0.17,272,52
U004186,C000413,2026-07-06,1.94,87,8
U004187,C000298,2025-12-25,2.62,123,4
U004188,C000770,2026-05-14,4.83,159,5
U004189,C000750,2026-08-27,4.92,90,9
U004190,C000832,2026-07-19,1.81,202,39
U004191,C000114,2025-10-08,0.55,65,10
U004192,C000935,2026-02-07,4.73,213,94
U004193,C000368,2026-07-23,3.67,68,10
U004194,C000411,2026-05-09,2.39,68,87
U004195,C000573,2025-12-02,2.32,227,9
U004196,C000324,2026-08-15,3.11,83,64
U004197,C000533,2025-12-26,3.8,234,100
U004198,C000098,2025-10-01,2.76,23,58
U004199,C000718,2026-05-23,4.16,98,48
U004200,C000287,2026-04-04,3.12,88,25
U004201,C000238,2025-12-05,0.6,194,56
U004202,C000638,2026-06-01,3.8,1,43
U004203,C000811,2025-12-14,0.54,213,84
U004204,C000205,2025-12-23,1.36,128,1
U004205,C000023,2026-07-29,2.86,123,2
U004206,C000975,2026-05-09,4.47,134,81
U004207,C000986,2026-01-15,0.68,100,66
U004208,C000730,2026-06-07,0.28,41,19
U004209,C000587,2026-08-10,4.78,41,69
U004210,C000011,2026-08-04,0.58,258,43
U004211,C000877,2026-06-28,2.92,107,54
U004212,C000841,2026-02-01,3.5,58,8
U004213,C000087,2026-04-05,0.23,237,13
U004214,C000703,2026-06-10,1.58,281,69
U004215,C000902,2026-02-26,2.83,291,95
U004216,C000658,2025-12-26,1.38,270,3
U004217,C000687,2025-11-11,0.83,275,40
U004218,C000686,2026-08-04,3.55,76,18
U004219,C000826,2026-08-06,4.03,268,69
U004220,C000447,2026-07-05,4.31,85,59
U004221,C000714,2026-02-17,0.75,29,42
U004222,C000001,2026-03-29,3.53,267,46
U004223,C000829,2025-09-23,4.64,128,26
U004224,C000792,2026-09-01,1.12,286,32
U004225,C000050,2026-05-06,3.72,199,93
U004226,C000866,2025-12-30,3.73,13,65
U004227,C000828,2026-03-31,0.76,53,70
U004228,C000658,2026-03-27,3.02,273,69
U004229,C000705,2026-02-03,4.9,256,36
U004230,C000332,2026-02-23,3.88,110,70
U004231,C000472,2026-08-25,2.6,203,6
U004232,C000785,2026-03-09,0.21,106,94
U004233,C000601,2026-09-08,4.37,250,88
U004234,C000489,2025-12-04,2.04,260,97
U004235,C000409,2026-03-28,3.93,262,73
U004236,C000748,2026-03-08,3.69,225,18
U004237,C000160,2026-08-18,1.01,0,13
U004238,C000302,2026-07-02,2.78,252,75
U004239,C000335,2025-12-27,0.61,152,27
U004240,C000717,2025-12-03,3.58,216,20
U004241,C000491,2026-05-08,0.36,216,8
U004242,C000845,2026-02-13,1.51,213,33
U004243,C000559,2025-11-14,0.52,56,60
U004244,C000755,2026-07-10,3.53,199,0
U004245,C000439,2026-08-27,1.4,146,36
U004246,C000472,2026-02-26,1.15,67,100
U004247,C000413,2026-01-19,4.04,99,34
U004248,C000326,2026-09-02,2.26,175,12
U004249,C000319,2026-06-02,1.31,229,38
U004250,C000512,2025-10-15,1.48,34,98
U004251,C000692,2025-11-01,4.31,264,18
U004252,C000748,2026-03-03,1.9,209,0
U004253,C000961,2026-03-19,1.21,176,83
U004254,C000098,2025-09-25,0.58,85,58
U004255,C000879,2026-03-29,0.92,280,64
U004256,C000447,2025-12-15,0.18,131,23
U004257,C000782,2026-09-17,4.38,19,41
U004258,C000541,2026-02-19,4.45,167,97
U004259,C000995,2026-08-31,4.55,168,49
U004260,C000597,2026-02-11,0.61,200,8
U004261,C000294,2025-12-13,0.41,157,4
U004262,C000590,2026-01-28,2.45,201,74
U004263,C000076,2025-10-25,2.73,70,7
U004264,C000345,2026-04-29,4.21,185,20
U004265,C000373,2025-10-03,1.74,95,48
U004266,C000241,2026-01-22,2.47,60,0
U004267,C000309,2026-05-29,4.36,278,18
U004268,C000778,2026-01-28,1.97,210,40
U004269,C000373,2025-11-15,1.14,212,75
U004270,C000005,2025-09-28,2.16,205,42
U004271,C000500,2026-08-21,0.3,184,34
U004272,C000520,2026-06-04,4.24,87,84
U004273,C000648,2025-12-04,1.27,242,39
U004274,C000506,2026-07-20,1.1,153,88
U004275,C000871,2025-10-21,3.83,201,80
U004276,C000935,2026-04-09,2.94,124,43
U004277,C000539,2025-11-17,2.52,112,52
U004278,C000049,2026-08-05,3.95,259,88
U004279,C000618,2026-02-28,0.31,196,58
U004280,C000491,2026-06-10,2.54,35,45
U004281,C000977,2026-08-29,3.61,253,100
U004282,C000575,2026-01-29,3.05,138,77
U004283,C000347,2025-12-30,4.84,65,3
U004284,C000666,2026-02-28,2.66,87,27
U004285,C000839,2026-07-18,0.89,247,58
U004286,C000028,2026-08-27,1.77,83,89
U004287,C000354,2025-12-28,0.67,159,61
U004288,C000157,2025-11-24,1.0,47,98
U004289,C000976,2026-05-31,4.52,112,87
U004290,C000592,2026-03-08,3.83,182,91
U004291,C000043,2026-05-17,2.35,158,19
U004292,C000766,2026-05-29,2.01,266,37
U004293,C000345,2026-07-27,1.93,27,3
U004294,C000212,2026-05-19,3.67,34,76
U004295,C000863,2026-05-19,0.52,245,26
U004296,C000918,2025-11-15,1.41,97,5
U004297,C000584,2026-02-04,3.61,199,87
U004298,C000329,2026-08-28,0.16,55,45
U004299,C000161,2025-11-17,1.58,64,66
U004300,C000729,2026-09-06,0.85,86,53
U004301,C000003,2026-03-19,3.79,197,59
U004302,C000306,2026-05-15,3.96,185,15
U004303,C000409,2026-08-22,2.83,286,12
U004304,C000371,2025-10-18,3.05,216,70
U004305,C000114,2026-08-03,3.24,173,9
U004306,C000305,2025-10-26,1.06,244,2
U004307,C000810,2025-11-18,1.74,170,30
U004308,C000838,2026-07-25,0.43,124,23
U004309,C000285,2025-12-02,4.4,253,23
U004310,C000357,2025-12-05,1.98,192,65
U004311,C000816,2026-07-05,2.14,204,37
U004312,C000345,2025-11-06,0.21,58,69
U004313,C000847,2026-09-22,1.45,103,3
U004314,C000521,2026-07-08,3.1,108,7
U004315,C000572,2026-09-10,4.65,97,25
U004316,C000534,2026-06-03,2.38,206,30
U004317,C000306,2026-07-17,3.01,242,27
U004318,C000620,2026-07-07,3.49,175,48
U004319,C000277,2026-09-06,2.0,282,76
U004320,C000086,2026-06-21,0.59,287,30
U004321,C000431,2026-08-26,3.95,156,21
U004322,C000857,2026-03-10,1.84,61,85
U004323,C000382,2025-09-23,4.35,254,63
U004324,C000828,2025-11-08,1.14,35,16
U004325,C000174,2025-12-05,0.67,104,60
U004326,C000509,2026-08-14,0.86,104,31
U004327,C000351,2026-03-21,2.41,139,34
U004328,C000351,2026-08-02,3.21,227,62
U004329,C000620,2026-06-13,2.5,32,75
U004330,C000472,2026-07-19,4.49,102,30
U004331,C000740,2026-06-02,0.98,93,15
U004332,C000706,2026-07-01,1.2,240,35
U004333,C000622,2026-09-14,3.28,159,96
U004334,C000493,2026-02-14,0.44,12,100
U004335,C000793,2026-03-18,3.63,193,46
U004336,C000501,2026-07-02,2.97,58,61
U004337,C000358,2026-07-14,3.0,209,9
U004338,C000292,2026-05-02,4.46,14,68
U004339,C000440,2026-08-06,4.73,8,78
U004340,C000335,2025-11-05,2.61,127,68
U004341,C000360,2026-07-09,2.32,190,76
U004342,C000381,2025-10-15,2.8,4,91
U004343,C000769,2026-04-21,4.13,73,52
U004344,C000455,2026-07-22,4.4,151,70
U004345,C000206,2026-01-29,4.65,273,81
U004346,C000685,2026-02-03,3.16,108,84
U004347,C000719,2026-08-13,0.11,175,67
U004348,C000474,2025-12-24,0.31,1,62
U004349,C000145,2025-11-01,1.69,199,55
U004350,C000321,2026-02-25,3.47,50,91
U004351,C000069,2026-08-27,2.51,48,79
U004352,C000675,2026-09-16,3.98,283,73
U004353,C000855,2026-04-19,0.38,16,47
U004354,C000956,2026-05-09,4.18,46,47
U004355,C000889,2026-07-26,3.98,154,75
U004356,C000958,2026-05-26,2.81,88,64
U004357,C000622,2025-11-28,1.92,224,42
U004358,C000866,2026-07-20,2.53,153,13
U004359,C000668,2025-11-16,3.79,244,1
U004360,C000064,2026-09-06,4.86,64,89
U004361,C000981,2025-10-29,4.64,98,41
U004362,C000880,2026-09-16,4.52,108,32
U004363,C000938,2026-09-09,2.74,127,94
U004364,C000565,2026-07-06,1.82,56,97
U004365,C000325,2026-04-20,1.88,149,45
U004366,C000824,2026-02-28,1.65,208,78
U004367,C000503,2026-07-13,0.6,57,87
U004368,C000475,2025-10-19,2.28,94,84
U004369,C000086,2026-05-04,0.56,136,78
U004370,C000198,2026-03-06,1.18,288,13
U004371,C000466,2025-12-02,4.23,72,47
U004372,C000104,2026-08-22,3.12,101,7
U004373,C000141,2025-12-28,2.35,153,34
U004374,C000591,2026-05-29,1.33,10,71
U004375,C000449,2026-04-21,1.37,122,47
U004376,C000870,2026-01-05,0.24,175,20
U004377,C000331,2026-08-22,3.87,66,66
U004378,C000557,2026-03-25,1.05,15,17
U004379,C000029,2025-11-26,3.5,95,47
U004380,C000373,2026-06-23,4.12,253,38
U004381,C000122,2026-06-01,3.77,292,72
U004382,C000686,2025-11-15,2.51,41,67
U004383,C000083,2026-08-27,2.96,20,38
U004384,C000302,2026-05-18,2.28,202,46
U004385,C000746,2026-05-09,2.72,56,26
U004386,C000420,2026-07-11,4.8,220,22
U004387,C000430,2026-01-06,1.56,51,61
U004388,C000639,2026-09-15,2.83,170,52
U004389,C000081,2026-05-24,0.8,274,81
U004390,C000253,2026-02-21,1.12,289,12
U004391,C000783,2026-05-11,1.07,207,19
U004392,C000331,2025-09-24,4.13,158,44
U004393,C000480,2026-01-04,3.6,136,85
U004394,C000310,2026-04-13,0.84,127,26
U004395,C000410,2026-04-10,4.47,220,90
U004396,C000789,2026-08-29,0.83,194,37
U004397,C000366,2026-09-08,0.63,86,11
U004398,C000848,2026-01-24,4.62,227,70
U004399,C000720,2026-08-01,1.6,58,79
U004400,C000712,2025-11-19,4.68,71,24
U004401,C000146,2026-04-05,2.25,272,55
U004402,C000798,2025-12-31,2.52,287,1
U004403,C000539,2025-09-23,4.64,44,62
U004404,C000364,2025-11-21,2.27,265,66
U004405,C000836,2025-11-05,2.09,206,19
U004406,C000356,2026-07-04,2.42,73,95
U004407,C000111,2025-11-01,2.79,225,34
U004408,C000393,2026-07-17,3.73,228,62
U004409,C000529,2026-07-12,0.53,187,31
U004410,C000755,2026-02-26,1.0,27,91
U004411,C000453,2025-12-14,2.66,105,64
U004412,C000622,2025-11-01,3.41,44,78
U004413,C000290,2025-11-27,1.66,287,81
U004414,C000244,2025-11-27,1.33,168,57
U004415,C000306,2026-04-28,0.9,58,43
U004416,C000933,2026-08-11,3.92,140,53
U004417,C000723,2025-09-26,3.16,279,45
U004418,C000257,2026-06-26,1.34,181,92
U004419,C000062,2026-04-06,4.03,209,81
U004420,C000366,2026-04-10,0.77,215,3
U004421,C000685,2026-07-03,1.35,90,7
U004422,C000100,2026-08-02,0.6,25,20
U004423,C000400,2025-10-09,4.38,109,64
U004424,C000158,2026-09-08,0.63,290,76
U004425,C000153,2026-07-16,1.38,275,42
U004426,C000447,2026-06-30,4.53,123,97
U004427,C000200,2026-09-11,2.22,173,2
U004428,C000042,2026-02-17,2.49,287,75
U004429,C000873,2026-08-07,3.49,180,29
U004430,C000319,2026-08-03,0.88,273,3
U004431,C000320,2026-09-15,2.03,20,87
U004432,C000418,2026-08-02,4.45,267,64
U004433,C000741,2026-04-23,1.86,283,86
U004434,C000154,2025-09-26,2.57,223,4
U004435,C000375,2026-03-06,2.37,99,80
U004436,C000488,2025-10-29,4.57,98,70
U004437,C000069,2026-06-20,3.57,245,75
U004438,C000609,2025-12-02,4.53,273,40
U004439,C000875,2026-01-06,2.83,45,96
U004440,C000616,2025-10-09,4.39,219,76
U004441,C000697,2026-06-02,2.68,299,73
U004442,C000862,2026-03-22,4.71,103,54
U004443,C000885,2026-06-26,0.98,202,67
U004444,C000905,2025-12-13,3.05,110,59
U004445,C000837,2026-01-21,2.33,141,92
U004446,C000319,2026-04-23,1.42,49,40
U004447,C000213,2026-06-13,4.2,251,47
U004448,C000476,2025-12-05,4.06,143,44
U004449,C000803,2026-02-10,4.78,33,86
U004450,C000412,2025-10-16,0.98,41,96
U004451,C000773,2026-08-24,3.91,90,45
U004452,C000868,2025-12-27,0.92,56,55
U004453,C000476,2025-11-15,0.6,12,59
U004454,C000139,2026-05-13,3.91,217,15
U004455,C000059,2026-07-01,1.27,143,28
U004456,C000333,2026-03-22,4.91,141,67
U004457,C000162,2025-11-11,4.68,45,83
U004458,C000186,2026-02-27,1.4,123,92
U004459,C000520,2025-11-12,4.73,165,38
U004460,C000001,2026-06-14,1.34,11,63
U004461,C000300,2026-08-08,3.91,286,80
U004462,C000007,2026-07-21,4.38,47,52
U004463,C000281,2026-03-04,4.63,30,33
U004464,C000726,2026-04-20,0.16,122,29
